hotel,is_canceled,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,meal,country,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,agent,reservation_status,reservation_status_date,arrival_date,date_load,date_load_numeric
Resort Hotel,1,31,0,2,2,0,BB,PRT,0,0,0,D,D,2,Canceled,2016-08-17,2016-08-25,2024-08-26,1724692037
Resort Hotel,1,0,0,2,2,1,BB,PRT,0,0,0,D,D,2,Canceled,2016-08-25,2016-08-25,2024-08-26,1724692037
Resort Hotel,1,29,0,3,2,0,BB,ITA,0,0,0,D,D,2,Canceled,2016-07-29,2016-08-25,2024-08-26,1724692037
Resort Hotel,1,31,0,3,1,0,BB,IRL,0,0,0,D,D,2,Canceled,2016-07-27,2016-08-25,2024-08-26,1724692037
Resort Hotel,1,52,0,2,2,0,BB,PRT,0,0,0,D,D,2,Canceled,2016-07-08,2016-08-25,2024-08-26,1724692037
Resort Hotel,1,92,1,3,2,0,BB,NLD,0,0,0,D,D,2,Canceled,2016-05-27,2016-08-25,2024-08-26,1724692037
Resort Hotel,1,28,1,3,2,0,BB,GBR,0,0,0,E,E,2,Canceled,2016-08-09,2016-08-25,2024-08-26,1724692037
Resort Hotel,1,44,2,5,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-08-11,2016-08-25,2024-08-26,1724692037
Resort Hotel,1,80,0,1,2,0,BB,ESP,0,0,0,E,E,2,Canceled,2016-06-09,2016-08-26,2024-08-26,1724692037
Resort Hotel,1,234,0,2,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-03-31,2016-08-26,2024-08-26,1724692037
Resort Hotel,1,57,0,2,2,0,BB,ESP,0,0,0,A,A,2,Canceled,2016-07-27,2016-08-26,2024-08-26,1724692037
Resort Hotel,1,27,0,2,3,0,BB,IRL,0,0,0,A,A,3,Canceled,2016-08-09,2016-08-26,2024-08-26,1724692037
Resort Hotel,1,51,1,2,2,2,BB,MAR,0,0,0,G,G,2,Canceled,2016-07-07,2016-08-26,2024-08-26,1724692037
Resort Hotel,1,77,1,2,2,0,BB,GBR,0,0,0,A,A,2,Canceled,2016-06-22,2016-08-26,2024-08-26,1724692037
Resort Hotel,1,161,1,2,2,0,BB,GIB,0,0,0,A,A,2,Canceled,2016-03-20,2016-08-26,2024-08-26,1724692037
Resort Hotel,1,121,2,2,2,2,BB,GBR,0,0,0,G,G,2,Canceled,2016-05-16,2016-08-26,2024-08-26,1724692037
Resort Hotel,1,140,2,2,2,0,BB,GBR,0,0,0,E,E,2,Canceled,2016-05-16,2016-08-26,2024-08-26,1724692037
Resort Hotel,1,73,2,2,2,0,HB,ESP,0,0,0,A,A,2,Canceled,2016-06-21,2016-08-26,2024-08-26,1724692037
Resort Hotel,1,228,2,2,3,1,BB,PRT,0,0,0,H,H,2,Canceled,2016-04-18,2016-08-26,2024-08-26,1724692037
Resort Hotel,1,145,2,2,2,2,BB,GBR,0,0,0,G,G,2,Canceled,2016-04-27,2016-08-26,2024-08-26,1724692037
Resort Hotel,1,74,2,3,3,1,BB,ESP,0,0,0,H,H,2,Canceled,2016-06-14,2016-08-26,2024-08-26,1724692037
Resort Hotel,1,95,2,3,3,1,BB,ITA,0,0,0,H,H,2,Canceled,2016-08-08,2016-08-26,2024-08-26,1724692037
Resort Hotel,1,76,2,4,2,0,BB,ROU,0,0,0,D,D,2,Canceled,2016-07-19,2016-08-26,2024-08-26,1724692037
Resort Hotel,1,81,2,5,2,0,HB,BLR,0,0,0,A,A,2,Canceled,2016-06-26,2016-08-26,2024-08-26,1724692037
Resort Hotel,1,14,2,5,2,1,BB,ESP,0,0,0,C,C,2,Canceled,2016-08-18,2016-08-26,2024-08-26,1724692037
Resort Hotel,1,102,2,6,2,0,HB,ESP,0,0,0,D,D,2,Canceled,2016-06-30,2016-08-26,2024-08-26,1724692037
Resort Hotel,1,164,2,6,2,2,BB,ROU,0,0,0,G,G,2,Canceled,2016-03-22,2016-08-26,2024-08-26,1724692037
Resort Hotel,0,373,3,7,2,0,BB,GBR,0,0,0,E,E,4,Check-Out,2016-09-05,2016-08-26,2024-08-26,1724692037
Resort Hotel,1,185,2,5,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-08-25,2016-08-26,2024-08-26,1724692037
Resort Hotel,1,41,2,1,3,1,HB,GBR,0,0,0,H,H,2,Canceled,2016-07-17,2016-08-27,2024-08-26,1724692037
Resort Hotel,1,73,0,1,2,0,BB,IRL,0,0,0,A,A,2,Canceled,2016-06-15,2016-08-27,2024-08-26,1724692037
Resort Hotel,1,41,2,2,2,0,BB,CHE,0,0,0,A,A,2,Canceled,2016-07-17,2016-08-27,2024-08-26,1724692037
Resort Hotel,1,42,2,2,2,2,BB,MAR,0,0,0,G,G,2,Canceled,2016-08-01,2016-08-27,2024-08-26,1724692037
Resort Hotel,1,32,2,3,2,0,BB,ESP,0,0,0,E,E,2,Canceled,2016-08-18,2016-08-27,2024-08-26,1724692037
Resort Hotel,1,178,2,4,2,1,HB,PRT,0,0,0,A,A,2,Canceled,2016-05-11,2016-08-27,2024-08-26,1724692037
Resort Hotel,1,219,2,5,2,0,BB,PRT,0,0,0,A,A,1,Canceled,2016-02-09,2016-08-27,2024-08-26,1724692037
Resort Hotel,1,225,2,5,2,0,BB,PRT,0,0,0,A,A,3,Canceled,2016-01-19,2016-08-27,2024-08-26,1724692037
Resort Hotel,1,90,2,5,2,0,BB,CHE,0,0,0,D,D,2,Canceled,2016-06-06,2016-08-27,2024-08-26,1724692037
Resort Hotel,1,225,2,5,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-01-16,2016-08-27,2024-08-26,1724692037
Resort Hotel,1,213,2,5,3,0,Undefined,PRT,0,0,0,A,A,1,Canceled,2016-03-04,2016-08-27,2024-08-26,1724692037
Resort Hotel,1,94,2,6,1,0,BB,PRT,0,0,0,D,D,1,Canceled,2016-08-16,2016-08-27,2024-08-26,1724692037
Resort Hotel,1,206,2,6,2,0,BB,PRT,0,0,0,A,A,1,Canceled,2016-08-24,2016-08-27,2024-08-26,1724692037
Resort Hotel,1,172,2,6,2,1,BB,GBR,0,0,0,H,H,2,Canceled,2016-04-02,2016-08-27,2024-08-26,1724692037
Resort Hotel,1,40,2,6,2,1,BB,PRT,0,0,0,A,A,2,Canceled,2016-08-24,2016-08-27,2024-08-26,1724692037
Resort Hotel,1,219,4,6,2,0,BB,PRT,0,0,0,D,D,2,Canceled,2016-07-11,2016-08-27,2024-08-26,1724692037
Resort Hotel,0,374,4,10,2,0,BB,GBR,0,0,0,E,E,4,Check-Out,2016-09-10,2016-08-27,2024-08-26,1724692037
Resort Hotel,1,226,2,0,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-03-18,2016-08-28,2024-08-26,1724692037
Resort Hotel,1,26,2,1,2,0,HB,ESP,0,0,0,A,A,2,Canceled,2016-08-11,2016-08-28,2024-08-26,1724692037
Resort Hotel,1,8,2,1,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-08-21,2016-08-28,2024-08-26,1724692037
Resort Hotel,1,115,2,1,2,1,BB,GBR,0,0,0,E,E,2,Canceled,2016-05-20,2016-08-28,2024-08-26,1724692037
Resort Hotel,1,139,2,1,2,0,BB,TUR,0,0,0,A,A,2,Canceled,2016-06-03,2016-08-28,2024-08-26,1724692037
Resort Hotel,1,128,2,2,2,2,BB,PRT,0,0,0,G,G,2,Canceled,2016-04-22,2016-08-28,2024-08-26,1724692037
Resort Hotel,1,115,2,3,2,2,BB,PRT,0,0,0,G,G,2,Canceled,2016-05-09,2016-08-28,2024-08-26,1724692037
Resort Hotel,1,21,2,3,2,0,HB,PRT,0,0,0,A,A,2,Canceled,2016-08-08,2016-08-28,2024-08-26,1724692037
Resort Hotel,1,23,2,3,2,0,BB,DEU,0,0,0,A,A,2,Canceled,2016-08-08,2016-08-28,2024-08-26,1724692037
Resort Hotel,1,48,2,3,2,0,BB,DEU,0,0,0,A,A,2,Canceled,2016-08-05,2016-08-28,2024-08-26,1724692037
Resort Hotel,1,123,2,3,2,0,BB,USA,0,0,0,E,E,2,Canceled,2016-07-23,2016-08-28,2024-08-26,1724692037
Resort Hotel,1,208,2,5,2,0,BB,PRT,0,0,0,D,E,2,Canceled,2016-08-16,2016-08-28,2024-08-26,1724692037
Resort Hotel,1,333,2,5,1,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-05-16,2016-08-28,2024-08-26,1724692037
Resort Hotel,1,328,2,5,2,0,BB,PRT,0,0,0,E,E,2,Canceled,2015-10-06,2016-08-28,2024-08-26,1724692037
Resort Hotel,1,333,2,5,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-05-16,2016-08-28,2024-08-26,1724692037
Resort Hotel,1,116,1,3,2,0,HB,ESP,0,0,0,D,D,2,Canceled,2016-06-09,2016-08-29,2024-08-26,1724692037
Resort Hotel,1,168,1,3,2,2,BB,PRT,0,0,0,G,G,2,Canceled,2016-04-22,2016-08-29,2024-08-26,1724692037
Resort Hotel,1,124,1,3,2,0,BB,USA,0,0,0,E,E,2,Canceled,2016-07-23,2016-08-29,2024-08-26,1724692037
Resort Hotel,1,84,1,3,2,0,BB,ITA,0,0,0,A,A,2,Canceled,2016-06-15,2016-08-29,2024-08-26,1724692037
Resort Hotel,1,95,1,4,2,0,BB,ESP,0,0,0,A,A,2,Canceled,2016-05-28,2016-08-29,2024-08-26,1724692037
Resort Hotel,1,246,1,4,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-07-29,2016-08-29,2024-08-26,1724692037
Resort Hotel,1,145,1,4,2,0,BB,ESP,0,0,0,A,A,2,Canceled,2016-04-06,2016-08-29,2024-08-26,1724692037
Resort Hotel,1,25,1,3,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-08-05,2016-08-29,2024-08-26,1724692037
Resort Hotel,1,236,1,5,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-06-16,2016-08-29,2024-08-26,1724692037
Resort Hotel,1,45,2,5,2,0,BB,PRT,0,0,0,D,D,10,Canceled,2016-08-18,2016-08-29,2024-08-26,1724692037
Resort Hotel,0,222,2,5,2,0,HB,POL,0,0,0,E,E,3,Check-Out,2016-09-05,2016-08-29,2024-08-26,1724692037
Resort Hotel,1,109,2,5,2,0,HB,ESP,0,0,0,D,D,2,Canceled,2016-07-23,2016-08-29,2024-08-26,1724692037
Resort Hotel,1,160,2,5,2,0,HB,LUX,0,0,0,D,D,2,Canceled,2016-03-24,2016-08-29,2024-08-26,1724692037
Resort Hotel,1,52,2,5,2,2,BB,GBR,0,0,0,G,G,2,Canceled,2016-07-08,2016-08-29,2024-08-26,1724692037
Resort Hotel,1,196,2,5,2,0,BB,PRT,0,0,0,E,E,3,Canceled,2016-08-17,2016-08-29,2024-08-26,1724692037
Resort Hotel,1,294,2,5,2,0,FB,PRT,0,0,0,A,A,3,No-Show,2016-08-29,2016-08-29,2024-08-26,1724692037
Resort Hotel,0,314,3,8,2,0,BB,GBR,0,0,0,A,A,4,Check-Out,2016-09-09,2016-08-29,2024-08-26,1724692037
Resort Hotel,0,406,3,9,2,0,BB,GBR,0,0,0,A,A,4,Check-Out,2016-09-10,2016-08-29,2024-08-26,1724692037
Resort Hotel,0,406,3,9,2,0,BB,GBR,0,0,0,E,E,4,Check-Out,2016-09-10,2016-08-29,2024-08-26,1724692037
Resort Hotel,1,406,4,10,2,0,BB,PRT,0,0,0,A,A,4,Canceled,2015-07-20,2016-08-29,2024-08-26,1724692037
Resort Hotel,1,23,3,5,2,0,BB,MAR,0,0,0,A,A,2,Canceled,2016-08-26,2016-08-29,2024-08-26,1724692037
Resort Hotel,1,0,0,1,2,0,BB,FRA,0,0,0,A,A,2,Canceled,2016-08-30,2016-08-30,2024-08-26,1724692037
Resort Hotel,1,14,0,3,2,0,HB,ESP,0,0,0,E,E,2,Canceled,2016-08-19,2016-08-30,2024-08-26,1724692037
Resort Hotel,1,117,0,3,2,2,BB,PRT,0,0,0,G,G,2,Canceled,2016-05-10,2016-08-30,2024-08-26,1724692037
Resort Hotel,1,112,0,3,2,2,BB,ESP,0,0,0,H,H,2,Canceled,2016-08-23,2016-08-30,2024-08-26,1724692037
Resort Hotel,1,127,0,4,2,0,BB,ITA,0,0,0,A,A,2,Canceled,2016-07-27,2016-08-30,2024-08-26,1724692037
Resort Hotel,1,38,0,4,2,0,HB,PRT,0,0,0,E,E,2,Canceled,2016-08-05,2016-08-30,2024-08-26,1724692037
Resort Hotel,1,76,0,4,2,0,BB,ESP,0,0,0,E,E,2,Canceled,2016-06-21,2016-08-30,2024-08-26,1724692037
Resort Hotel,1,38,0,4,2,0,HB,PRT,0,0,0,E,E,2,Canceled,2016-08-04,2016-08-30,2024-08-26,1724692037
Resort Hotel,1,269,0,5,3,0,HB,PRT,0,0,0,F,F,2,Canceled,2016-07-29,2016-08-30,2024-08-26,1724692037
Resort Hotel,1,187,1,5,2,0,BB,PRT,0,0,0,D,D,2,Canceled,2016-04-08,2016-08-30,2024-08-26,1724692037
Resort Hotel,1,88,2,5,2,2,BB,PRT,0,0,0,G,G,2,Canceled,2016-06-15,2016-08-30,2024-08-26,1724692037
Resort Hotel,1,230,2,5,2,0,HB,PRT,0,0,0,E,E,2,Canceled,2016-03-08,2016-08-30,2024-08-26,1724692037
Resort Hotel,0,223,2,8,2,0,SC,GBR,0,0,0,E,I,4,Check-Out,2016-08-30,2016-08-30,2024-08-26,1724692037
Resort Hotel,0,400,2,8,2,0,BB,GBR,0,0,0,A,A,4,Check-Out,2016-09-09,2016-08-30,2024-08-26,1724692037
Resort Hotel,0,326,2,8,1,0,BB,GBR,0,0,0,A,A,3,Check-Out,2016-09-09,2016-08-30,2024-08-26,1724692037
Resort Hotel,0,340,2,8,2,0,BB,GBR,0,0,0,A,A,4,Check-Out,2016-09-09,2016-08-30,2024-08-26,1724692037
Resort Hotel,0,315,4,10,2,0,HB,RUS,0,0,0,A,A,6,Check-Out,2016-09-13,2016-08-30,2024-08-26,1724692037
Resort Hotel,1,1,0,1,1,0,BB,PRT,0,0,0,A,A,1,Canceled,2016-08-31,2016-08-31,2024-08-26,1724692037
Resort Hotel,1,83,0,4,2,0,HB,ESP,0,0,0,D,D,2,Canceled,2016-06-15,2016-08-31,2024-08-26,1724692037
Resort Hotel,1,127,0,4,2,0,HB,PRT,0,0,0,D,E,5,Canceled,2016-08-05,2016-08-31,2024-08-26,1724692037
Resort Hotel,1,239,0,4,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-06-15,2016-08-31,2024-08-26,1724692037
Resort Hotel,1,232,2,6,2,0,BB,PRT,0,0,0,E,E,2,Canceled,2016-06-13,2016-08-31,2024-08-26,1724692037
Resort Hotel,1,162,2,7,2,0,BB,GBR,0,0,0,A,A,2,Canceled,2016-07-21,2016-08-31,2024-08-26,1724692037
Resort Hotel,0,194,4,10,2,0,HB,DEU,0,0,0,A,A,7,Check-Out,2016-08-31,2016-08-31,2024-08-26,1724692037
Resort Hotel,1,346,0,1,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2015-10-21,2016-09-01,2024-08-26,1724692037
Resort Hotel,1,43,0,1,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-07-26,2016-09-01,2024-08-26,1724692037
Resort Hotel,1,346,0,1,1,0,BB,PRT,0,0,0,A,A,2,Canceled,2015-10-21,2016-09-01,2024-08-26,1724692037
Resort Hotel,1,22,0,3,1,0,BB,PRT,0,0,0,E,E,2,Canceled,2016-09-01,2016-09-01,2024-08-26,1724692037
Resort Hotel,1,41,1,3,2,0,BB,GBR,0,0,0,G,G,2,Canceled,2016-08-17,2016-09-01,2024-08-26,1724692037
Resort Hotel,1,239,1,3,2,2,BB,PRT,0,0,0,G,G,2,Canceled,2016-02-03,2016-09-01,2024-08-26,1724692037
Resort Hotel,0,223,2,3,2,0,HB,PRT,0,0,0,A,I,2,Check-Out,2016-09-01,2016-09-01,2024-08-26,1724692037
Resort Hotel,1,144,2,4,2,0,BB,MAR,0,0,0,A,A,2,Canceled,2016-06-27,2016-09-01,2024-08-26,1724692037
Resort Hotel,1,249,2,4,1,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-07-12,2016-09-01,2024-08-26,1724692037
Resort Hotel,1,226,2,5,2,0,BB,PRT,0,0,0,G,G,2,Canceled,2016-08-22,2016-09-01,2024-08-26,1724692037
Resort Hotel,1,218,2,5,2,0,BB,PRT,0,0,0,D,D,2,Canceled,2016-03-03,2016-09-01,2024-08-26,1724692037
Resort Hotel,1,169,2,5,2,1,HB,PRT,0,0,0,E,E,3,Canceled,2016-07-22,2016-09-01,2024-08-26,1724692037
Resort Hotel,1,148,2,5,2,1,BB,PRT,0,0,0,G,G,2,Canceled,2016-04-13,2016-09-01,2024-08-26,1724692037
Resort Hotel,1,226,2,5,2,2,BB,PRT,0,0,0,G,G,2,Canceled,2016-04-05,2016-09-01,2024-08-26,1724692037
Resort Hotel,1,143,2,3,2,0,BB,GBR,0,0,0,A,A,2,Canceled,2016-06-01,2016-09-01,2024-08-26,1724692037
Resort Hotel,1,158,2,6,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-08-19,2016-09-01,2024-08-26,1724692037
Resort Hotel,1,345,2,7,2,0,BB,PRT,0,0,0,G,G,2,Canceled,2016-02-23,2016-09-01,2024-08-26,1724692037
Resort Hotel,1,303,3,8,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-02-27,2016-09-01,2024-08-26,1724692037
Resort Hotel,0,379,3,8,2,0,BB,GBR,0,0,0,A,A,4,Check-Out,2016-09-12,2016-09-01,2024-08-26,1724692037
Resort Hotel,1,282,4,8,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-02-04,2016-09-01,2024-08-26,1724692037
Resort Hotel,0,303,4,10,2,0,BB,IRL,0,0,0,E,E,1,Check-Out,2016-09-15,2016-09-01,2024-08-26,1724692037
Resort Hotel,1,223,4,10,2,0,HB,PRT,0,0,0,D,D,2,Canceled,2016-05-06,2016-09-01,2024-08-26,1724692037
Resort Hotel,1,223,4,10,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-02-18,2016-09-01,2024-08-26,1724692037
Resort Hotel,0,399,4,10,2,0,BB,GBR,0,0,0,A,A,4,Check-Out,2016-09-15,2016-09-01,2024-08-26,1724692037
Resort Hotel,1,282,4,10,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-02-04,2016-09-01,2024-08-26,1724692037
Resort Hotel,0,332,4,10,2,0,BB,GBR,0,0,0,D,D,4,Check-Out,2016-09-15,2016-09-01,2024-08-26,1724692037
Resort Hotel,1,52,0,1,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-07-26,2016-09-02,2024-08-26,1724692037
Resort Hotel,1,138,0,2,2,0,BB,PRT,0,0,0,F,F,2,Canceled,2016-08-21,2016-09-02,2024-08-26,1724692037
Resort Hotel,1,19,0,2,2,0,HB,ESP,0,0,0,G,G,2,Canceled,2016-08-29,2016-09-02,2024-08-26,1724692037
Resort Hotel,1,73,0,1,2,0,BB,GBR,0,0,0,E,E,2,Canceled,2016-06-26,2016-09-02,2024-08-26,1724692037
Resort Hotel,1,103,0,2,2,2,BB,CN,0,0,0,G,G,2,Canceled,2016-07-24,2016-09-02,2024-08-26,1724692037
Resort Hotel,1,65,0,2,2,0,HB,ESP,0,0,0,D,D,2,Canceled,2016-07-08,2016-09-02,2024-08-26,1724692037
Resort Hotel,1,30,0,2,2,0,HB,ESP,0,0,0,D,D,2,Canceled,2016-08-14,2016-09-02,2024-08-26,1724692037
Resort Hotel,1,121,1,2,2,2,BB,GBR,0,0,0,G,G,2,Canceled,2016-05-05,2016-09-02,2024-08-26,1724692037
Resort Hotel,1,36,1,2,2,0,BB,IRL,0,0,0,A,A,2,Canceled,2016-07-29,2016-09-02,2024-08-26,1724692037
Resort Hotel,1,121,1,2,2,2,BB,GBR,0,0,0,G,G,2,Canceled,2016-05-04,2016-09-02,2024-08-26,1724692037
Resort Hotel,1,241,2,5,2,0,BB,PRT,0,0,0,E,E,2,Canceled,2016-01-14,2016-09-02,2024-08-26,1724692037
Resort Hotel,1,205,2,5,2,0,BB,PRT,0,0,0,E,E,2,Canceled,2016-02-15,2016-09-02,2024-08-26,1724692037
Resort Hotel,1,156,2,5,2,0,BB,PRT,0,0,0,E,E,1,Canceled,2016-06-30,2016-09-02,2024-08-26,1724692037
Resort Hotel,0,316,2,5,2,0,BB,EST,0,0,0,E,E,1,Check-Out,2016-09-09,2016-09-02,2024-08-26,1724692037
Resort Hotel,0,265,2,5,2,0,HB,LTU,0,0,0,A,I,1,Check-Out,2016-09-02,2016-09-02,2024-08-26,1724692037
Resort Hotel,0,315,2,5,2,0,BB,GBR,0,0,0,A,A,4,Check-Out,2016-09-09,2016-09-02,2024-08-26,1724692037
Resort Hotel,1,315,2,5,2,0,BB,PRT,0,0,0,E,E,3,Canceled,2015-10-29,2016-09-02,2024-08-26,1724692037
Resort Hotel,0,346,2,5,2,0,BB,GBR,0,0,0,A,A,4,Check-Out,2016-09-09,2016-09-02,2024-08-26,1724692037
Resort Hotel,0,315,2,5,2,0,BB,GBR,0,0,0,E,E,3,Check-Out,2016-09-09,2016-09-02,2024-08-26,1724692037
Resort Hotel,0,322,2,5,2,0,HB,LTU,0,0,0,A,A,1,Check-Out,2016-09-09,2016-09-02,2024-08-26,1724692037
Resort Hotel,0,265,2,5,2,0,HB,LTU,0,0,0,A,A,1,Check-Out,2016-09-02,2016-09-02,2024-08-26,1724692037
Resort Hotel,1,241,2,5,2,0,BB,PRT,0,0,0,D,D,2,Canceled,2016-01-14,2016-09-02,2024-08-26,1724692037
Resort Hotel,1,315,2,5,2,0,BB,PRT,0,0,0,A,A,10,Canceled,2015-10-29,2016-09-02,2024-08-26,1724692037
Resort Hotel,0,361,2,5,2,0,BB,GBR,0,0,0,A,A,4,Check-Out,2016-09-09,2016-09-02,2024-08-26,1724692037
Resort Hotel,1,60,1,1,3,1,BB,ESP,0,0,0,H,H,2,Canceled,2016-07-05,2016-09-03,2024-08-26,1724692037
Resort Hotel,1,20,2,2,2,0,BB,GBR,0,0,0,F,F,2,Canceled,2016-08-25,2016-09-03,2024-08-26,1724692037
Resort Hotel,1,262,2,2,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2015-12-31,2016-09-03,2024-08-26,1724692037
Resort Hotel,1,309,2,4,1,0,BB,PRT,0,0,0,A,C,2,Canceled,2016-08-11,2016-09-03,2024-08-26,1724692037
Resort Hotel,1,233,2,5,3,0,BB,PRT,0,0,0,A,C,1,Canceled,2016-08-12,2016-09-03,2024-08-26,1724692037
Resort Hotel,1,60,2,5,3,0,BB,PRT,0,0,0,F,F,2,Canceled,2016-07-10,2016-09-03,2024-08-26,1724692037
Resort Hotel,0,341,2,5,2,0,HB,GBR,0,0,0,A,B,4,Check-Out,2016-09-10,2016-09-03,2024-08-26,1724692037
Resort Hotel,1,235,2,5,2,0,BB,PRT,0,0,0,E,E,2,Canceled,2016-01-23,2016-09-03,2024-08-26,1724692037
Resort Hotel,0,304,3,6,2,0,HB,PRT,0,0,0,A,A,2,Check-Out,2016-09-12,2016-09-03,2024-08-26,1724692037
Resort Hotel,1,83,1,0,2,0,BB,BEL,0,0,0,D,D,2,Canceled,2016-06-13,2016-09-04,2024-08-26,1724692037
Resort Hotel,1,60,2,0,2,2,BB,ESP,0,0,0,G,G,2,Canceled,2016-07-07,2016-09-04,2024-08-26,1724692037
Resort Hotel,1,170,2,3,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-03-30,2016-09-04,2024-08-26,1724692037
Resort Hotel,1,170,2,3,2,0,BB,PRT,0,0,0,A,A,1,Canceled,2016-08-24,2016-09-04,2024-08-26,1724692037
Resort Hotel,1,237,2,3,2,0,HB,PRT,0,0,0,D,D,1,Canceled,2016-08-25,2016-09-04,2024-08-26,1724692037
Resort Hotel,1,19,2,4,2,1,BB,PRT,0,0,0,C,C,2,No-Show,2016-09-04,2016-09-04,2024-08-26,1724692037
Resort Hotel,0,330,2,4,2,1,BB,RUS,0,0,0,A,A,2,Check-Out,2016-09-10,2016-09-04,2024-08-26,1724692037
Resort Hotel,1,226,2,5,1,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-05-12,2016-09-04,2024-08-26,1724692037
Resort Hotel,1,164,2,5,2,2,FB,PRT,0,0,0,C,C,2,Canceled,2016-08-11,2016-09-04,2024-08-26,1724692037
Resort Hotel,1,230,2,5,3,1,BB,PRT,0,0,0,H,H,2,Canceled,2016-01-20,2016-09-04,2024-08-26,1724692037
Resort Hotel,1,171,2,5,2,0,BB,GBR,0,0,0,A,A,2,Canceled,2016-06-10,2016-09-04,2024-08-26,1724692037
Resort Hotel,1,283,2,5,2,0,BB,PRT,0,0,0,A,A,6,Canceled,2016-08-17,2016-09-04,2024-08-26,1724692037
Resort Hotel,1,78,3,5,3,1,HB,ESP,0,0,0,H,H,2,Canceled,2016-06-19,2016-09-04,2024-08-26,1724692037
Resort Hotel,0,347,4,6,1,0,BB,GBR,0,0,0,A,A,4,Check-Out,2016-09-14,2016-09-04,2024-08-26,1724692037
Resort Hotel,1,361,4,6,2,0,HB,PRT,0,0,0,D,D,1,Canceled,2016-09-02,2016-09-04,2024-08-26,1724692037
Resort Hotel,1,347,4,6,2,0,BB,PRT,0,0,0,E,E,4,Canceled,2016-08-27,2016-09-04,2024-08-26,1724692037
Resort Hotel,1,46,1,0,2,2,BB,PRT,0,0,0,G,G,2,Canceled,2016-08-02,2016-09-05,2024-08-26,1724692037
Resort Hotel,1,116,1,0,2,2,BB,BRA,0,0,0,G,G,2,Canceled,2016-05-29,2016-09-05,2024-08-26,1724692037
Resort Hotel,1,10,1,1,2,1,BB,PRT,0,0,0,G,G,2,Canceled,2016-08-26,2016-09-05,2024-08-26,1724692037
Resort Hotel,0,320,1,2,4,0,BB,GBR,0,0,0,H,H,2,Check-Out,2016-09-08,2016-09-05,2024-08-26,1724692037
Resort Hotel,1,77,1,2,3,1,HB,PRT,0,0,0,H,H,2,Canceled,2016-08-08,2016-09-05,2024-08-26,1724692037
Resort Hotel,1,223,1,4,2,0,BB,PRT,0,0,0,D,D,2,Canceled,2016-01-28,2016-09-05,2024-08-26,1724692037
Resort Hotel,1,183,1,5,1,0,BB,CN,0,0,0,A,A,2,Canceled,2016-03-06,2016-09-05,2024-08-26,1724692037
Resort Hotel,1,188,1,5,1,0,BB,PRT,0,0,0,F,F,2,Canceled,2016-03-05,2016-09-05,2024-08-26,1724692037
Resort Hotel,1,183,1,5,2,0,BB,CN,0,0,0,D,D,2,Canceled,2016-03-06,2016-09-05,2024-08-26,1724692037
Resort Hotel,1,183,1,5,2,0,BB,CN,0,0,0,D,D,2,Canceled,2016-06-27,2016-09-05,2024-08-26,1724692037
Resort Hotel,0,304,3,5,2,0,BB,PRT,0,0,0,A,A,2,Check-Out,2016-09-13,2016-09-05,2024-08-26,1724692037
Resort Hotel,1,364,3,7,2,0,FB,PRT,0,0,0,D,E,4,Canceled,2016-08-26,2016-09-05,2024-08-26,1724692037
Resort Hotel,1,203,3,7,2,0,Undefined,PRT,0,0,0,D,D,4,Canceled,2016-08-26,2016-09-05,2024-08-26,1724692037
Resort Hotel,0,338,3,7,2,0,HB,GBR,0,0,0,D,D,4,Check-Out,2016-09-15,2016-09-05,2024-08-26,1724692037
Resort Hotel,1,235,3,8,2,0,BB,PRT,0,0,0,D,D,2,Canceled,2016-02-12,2016-09-05,2024-08-26,1724692037
Resort Hotel,0,301,4,10,2,0,FB,POL,0,0,0,E,E,3,Check-Out,2016-09-19,2016-09-05,2024-08-26,1724692037
